question,label
حاج امیرکندی روستایی است که در کجا ، شهرستان پارس آباد ، بخش اصلاندوز ، دهستان اصلاندوز قرار دارد  : استان اردبیل,1
حاج امیرکندی روستایی است که در استان اردبیل ، کجا ، بخش اصلاندوز ، دهستان اصلاندوز قرار دارد  : شهرستان پارس آباد,-1
حاج امیرکندی روستایی است که در استان اردبیل ، شهرستان پارس آباد ، بخش کجا ، دهستان اصلاندوز قرار دارد  : اصلاندوز,1
حاج امیرکندی روستایی است که در استان اردبیل ، شهرستان پارس آباد ، بخش اصلاندوز ، دهستان کجا قرار دارد  : اصلاندوز,1
راب کوردری بازیگر کجایی است  : آمریکایی,1
ساب وی شرکت غذاخوری کجایی است ، که در زمینه مدیریت بر مجموعه‌ای از رستوران‌های زنجیره‌ای فعالیت می‌کند  : آمریکایی,1
سوبرامانیان چاندراسخار اخترفیزیکدانی کجایی زاده هندوستان بود  : آمریکایی,1
سوبرامانیان چاندراسخار اخترفیزیکدانی آمریکایی زاده کجا بود  : هندوستان,1
اکاربایینیو یک شهرستان در کجا است که در استان اورنسه واقع شده است  : اسپانیا,1
اکاربایینیو یک شهرستان در اسپانیا است که در کجا واقع شده است  : استان اورنسه,1
جاجی یک کومونه در کجا است که در استان مسینا واقع شده است  : ایتالیا,1
جاجی یک کومونه در ایتالیا است که در کجا واقع شده است  : استان مسینا,1
حاج چه کسی ، روستایی از توابع بخش میان کنگی شهرستان زابل در استان سیستان و بلوچستان ایران است  : محمد علی شاه,-1
حاج محمد علی شاه ، روستایی از توابع بخش میان کنگی کجا در استان سیستان و بلوچستان ایران است  : شهرستان زابل,1
حاج محمد علی شاه ، روستایی از توابع بخش میان کنگی شهرستان زابل در کجا ایران است  : استان سیستان و بلوچستان,1
حاج محمد علی شاه ، روستایی از توابع بخش میان کنگی شهرستان زابل در استان سیستان و بلوچستان کجا است  : ایران,1
دشاینز گروه موسیقی کجایی است  : آمریکایی,1
رابا ، چه سازمانی است ، که در سال ۱۸۹۶ تأسیس شد  : شرکت خودروسازی مجارستانی,1
رابا ، شرکت خودروسازی مجارستانی است ، که در چه زمانی تأسیس شد  : سال ۱۸۹۶,1
چه کسی کارگردان ، فیلمنامه نویس و روزنامه نگار ایرانی است  : محمد نوری زاد,1
محمد نوری زاد کارگردان ، فیلمنامه نویس و روزنامه نگار کجایی است  : ایرانی,1
شابدن یک محله مدنی و روستا در کجا است که در هرفوردشر واقع شده است  : بریتانیا,1
چه کسی روزنامه نگار ایرانی و مدیر سابق رادیو ، تلویزیون و وب گاه بی بی سی فارسی است  : صادق صبا,1
صادق صبا روزنامه نگار کجایی و مدیر سابق رادیو ، تلویزیون و وب گاه بی بی سی فارسی است  : ایرانی,1
صادق صبا روزنامه نگار ایرانی و مدیر سابق چه سازمانی ، تلویزیون و وب گاه بی بی سی فارسی است  : رادیو,-1
آکانییسا یک شهرستان در کجا است که در استان پنتبدرا واقع شده است  : اسپانیا,1
آکانییسا یک شهرستان در اسپانیا است که در کجا واقع شده است  : استان پنتبدرا,1
باب اسفنجی اسفنج بیرون از آب یک انیمیشن پویانمایی ، کمدی ، ماجراجویی ساخته چه کسی هیلنبرگ است  : استیون,-1
تا ابد و همیشه ترانه‌ای از هنرمند کجایی ایالات متحده آمریکا تیلور سوئیفت است  : اهل,-1
تا ابد و همیشه ترانه‌ای از هنرمند اهل کجا تیلور سوئیفت است  : ایالات متحده آمریکا,1
آسفالت دوطرفه یا جاده آسفالت دوطرفه یک فیلم جاده‌ای درام به کارگردانی مونتی هلمن محصول چه زمانی است  : سال ۱۹۷۱,1
خاتول محمدزی سرتیپ کجایی است که در اردوی ملی افغانستان خدمت می‌کند  : افغان,1
خاتول محمدزی سرتیپ افغان است که در چه رویدادی خدمت می‌کند  : اردوی ملی افغانستان,1
دایندکس یک مجتمع مسکونی واقع در کجا ، امارات ، امارات متحده عربی می‌باشد  : دبی,-1
دایندکس یک مجتمع مسکونی واقع در دبی ، کجا ، امارات متحده عربی می‌باشد  : امارات,-1
دایندکس یک مجتمع مسکونی واقع در دبی ، امارات ، کجا می‌باشد  : امارات متحده عربی,-1
هندو نام یکی از روزنامههای کجایی زبان عمده هند است  : انگلیسی,1
هندو نام یکی از روزنامههای انگلیسی زبان عمده کجا است  : هند,1
چه کسی موسیقی دان ، نوازنده سنتور و آهنگساز ایرانی است  : بهناز ذاکری,1
بهناز ذاکری موسیقی دان ، نوازنده سنتور و آهنگساز کجایی است  : ایرانی,1
آپارادانتا در کجا است که در گالیسیا واقع شده است  : اسپانیا,1
با مهربانیت شرمنده‌اش کن آهنگی از خواننده کجایی سلنا گومز است  : آمریکایی,1
زابو بریتمن که با نام زابو نیز شناخته می‌شود ، هنرپیشه و کارگردان اهل کشور کجا با اصالت یهودی است  : فرانسه,1
زابو بریتمن که با نام زابو نیز شناخته می‌شود ، هنرپیشه و کارگردان اهل کشور فرانسه با اصالت کجایی است  : یهودی,1
زابیواکا شانس بیار رسمی چه رویدادی است که در روسیه برگزار می‌شود  : جام جهانی فوتبال ۲۰۱۸,1
زابیواکا شانس بیار رسمی جام جهانی فوتبال ۲۰۱۸ است که در کجا برگزار می‌شود  : روسیه,1
در این صفحه خلاصه‌ای از تاریخچه انتخاباتی چه کسی سیاستمدار ایرانی مورد اشاره خواهد گرفت  : اکبر هاشمی رفسنجانی,-1
در این صفحه خلاصه‌ای از تاریخچه انتخاباتی اکبر هاشمی رفسنجانی سیاستمدار کجایی مورد اشاره خواهد گرفت  : ایرانی,1
صاحبه عربی همچنین معروف به صاحبه روحانی همسر چه کسی رئیس جمهور ایران است  : حسن روحانی,-1
صاحبه عربی همچنین معروف به صاحبه روحانی همسر حسن روحانی رئیس جمهور کجا است  : ایران,1
آاویوا در کجا است که در گالیسیا واقع شده است  : اسپانیا,1
باب البام ، روستایی از توابع بخش کجا در استان فارس ایران است  : بیضا شهرستان سپیدان,1
باب البام ، روستایی از توابع بخش بیضا شهرستان سپیدان در کجا ایران است  : استان فارس,1
باب البام ، روستایی از توابع بخش بیضا شهرستان سپیدان در استان فارس کجا است  : ایران,1
باب برگن صدا پیشه اهل کجا است  : ایالات متحده آمریکا,1
چه کسی یک بازیکن فوتبال اهل عمان است  : جابر العویسی,1
جابر العویسی یک بازیکن فوتبال اهل کجا است  : عمان,1
حاثور یا حتحور یکی از مهم‌ترین ایزدبانوان کجا باستان است که خدای عشق ، زیبایی ، موسیقی مادری و لذت نام برده می‌شود  : مصر,-1
خابالکینتو یکی از دهستان‌های استان خائن در کشور کجا است  : اسپانیا,1
دایکس ایکس گروه ایندی پاپ کجایی است که در سال ۲۰۰۵ ، در واندزورث لندن شکل گرفت  : بریتانیایی,1
دایکس ایکس گروه ایندی پاپ بریتانیایی است که در چه زمانی ، در واندزورث لندن شکل گرفت  : سال ۲۰۰۵,1
دایکس ایکس گروه ایندی پاپ بریتانیایی است که در سال ۲۰۰۵ ، در واندزورث کجا شکل گرفت  : لندن,1
آچرالایگ نام یک قله است که کجا کوهستانی واقع شده است  : اسکاتلند,-1
آکندورو در کجا است که در آندرا پرادش واقع شده است  : هند,1
باب البحر همچنین شناخته با پرته دو فرانس دروازه‌ای در کجا تونس پایتخت تونس است  : شهر باستانی,-1
باب البحر همچنین شناخته با پرته دو فرانس دروازه‌ای در شهر باستانی کجا پایتخت تونس است  : تونس,-1
باب البحر همچنین شناخته با پرته دو فرانس دروازه‌ای در شهر باستانی تونس پایتخت کجا است  : تونس,1
تا وقتی دیگر نتپد ترانه‌ای است از جنیفر چه کسی ، خواننده آمریکایی که در هفتمین آلبوم استودیویی او با نام عشق  : لوپز,-1
تا وقتی دیگر نتپد ترانه‌ای است از جنیفر لوپز ، خواننده کجایی که در هفتمین آلبوم استودیویی او با نام عشق  : آمریکایی,1
تا وقتی دیگر نتپد ترانه‌ای است از جنیفر لوپز ، خواننده آمریکایی که در چه رویدادی او با نام عشق  : هفتمین آلبوم استودیویی,-1
جاتی عمره یک منطقه مسکونی در کجا است که در پنجاب واقع شده است  : پاکستان,1
جاتی عمره یک منطقه مسکونی در پاکستان است که در کجا واقع شده است  : پنجاب,1
چه کسی یک روستا در ایران است که در دهستان قهاب رستاق واقع شده است  : حاج آباد حاج علی محمد,-1
حاج آباد حاج علی محمد یک روستا در کجا است که در دهستان قهاب رستاق واقع شده است  : ایران,1
چه کسی آقا فلسفی در ربیع الاول ۱۳۳۹ در تهران به دنیا آمد  : میرزا علی,-1
میرزا علی آقا فلسفی در چه زمانی در تهران به دنیا آمد  : ربیع الاول ۱۳۳۹,1
میرزا علی آقا فلسفی در ربیع الاول ۱۳۳۹ در کجا به دنیا آمد  : تهران,1
خاخی یک شهرک در کجا است که در ناحیه دیره غازی خان واقع شده است  : پاکستان,1
بازار مشترک کشورهای کجا تعدادی از کشورهای آمریکای لاتین را در بر می‌گیرد  : آمریکای جنوبی,1
بازار مشترک کشورهای آمریکای جنوبی تعدادی از کشورهای کجا را در بر می‌گیرد  : آمریکای لاتین,1
زابور یک روستا در کجا است که در گمینا زابور واقع شده است  : لهستان,1
سابادسالاش یک منطقه مسکونی در کجا است که در ناحیه کونسنتمیکلوش واقع شده است  : مجارستان,1
شاتوریه یک روستا در کجا است که در ناحیه بداما واقع شده است  : سوریه,1
آب چه کسی ، روستایی از توابع بخش بهمئی گرمسیری شهرستان بهمئی در استان کهگیلویه و بویراحمد ایران است  : الوان,-1
آب الوان ، روستایی از کجا گرمسیری شهرستان بهمئی در استان کهگیلویه و بویراحمد ایران است  : توابع بخش بهمئی,-1
آب الوان ، روستایی از توابع بخش بهمئی گرمسیری کجا در استان کهگیلویه و بویراحمد ایران است  : شهرستان بهمئی,1
آب الوان ، روستایی از توابع بخش بهمئی گرمسیری شهرستان بهمئی در کجا ایران است  : استان کهگیلویه و بویراحمد,1
آب الوان ، روستایی از توابع بخش بهمئی گرمسیری شهرستان بهمئی در استان کهگیلویه و بویراحمد کجا است  : ایران,1
تا ثریا مجموعه تلویزیونی اجتماعی درام ساخته چه کسی و به تهیه کنندگی الهام غفوری محصول سال ۱۳۹۰ درباره ربا  : سیروس مقدم,1
تا ثریا مجموعه تلویزیونی اجتماعی درام ساخته سیروس مقدم و به تهیه کنندگی الهام چه کسی محصول سال ۱۳۹۰ درباره ربا  : غفوری,-1
تا ثریا مجموعه تلویزیونی اجتماعی درام ساخته سیروس مقدم و به تهیه کنندگی الهام غفوری محصول چه زمانی درباره ربا  : سال ۱۳۹۰,1
ساراگوسا پایتخت بخش خودمختار آراگون در کشور کجا است  : اسپانیا,1
چه کسی دیز گریس یک گروه هارد راک کانادایی می‌باشد که در سال ۱۹۹۷ تشکیل شد  : تری,-1
تری دیز گریس یک گروه هارد راک کجایی می‌باشد که در سال ۱۹۹۷ تشکیل شد  : کانادایی,1
تری دیز گریس یک گروه هارد راک کانادایی می‌باشد که در چه زمانی تشکیل شد  : سال ۱۹۹۷,1
حاج چه کسی شیرکوند خوشنویس پر آوازه و معلم ایرانی بود  : حسن خان,1
حاج حسن خان شیرکوند خوشنویس پر آوازه و معلم کجایی بود  : ایرانی,1
آبامیری ، روستایی از توابع بخش تشان کجا در استان خوزستان ایران است  : شهرستان بهبهان,1
آبامیری ، روستایی از توابع بخش تشان شهرستان بهبهان در کجا ایران است  : استان خوزستان,1
آبامیری ، روستایی از توابع بخش تشان شهرستان بهبهان در استان خوزستان کجا است  : ایران,1
چه کسی بختیاری دومین همسر محمدرضا شاه پهلوی و ملکه ایران بود  : ثریا اسفندیاری,-1
ثریا اسفندیاری بختیاری دومین همسر چه کسی و ملکه ایران بود  : محمدرضا شاه پهلوی,1
ثریا اسفندیاری بختیاری دومین همسر محمدرضا شاه پهلوی و ملکه کجا بود  : ایران,1
جانوری ، روستایی از توابع بخش لیردف شهرستان جاسک در کجا ایران است  : استان هرمزگان,1
جانوری ، روستایی از توابع بخش لیردف شهرستان جاسک در استان هرمزگان کجا است  : ایران,1
جاج رینهولد بازیگر کجایی است  : آمریکایی,1
جاد هیرش یک هنرپیشه اهل کجا است  : ایالات متحده آمریکا,1
خاتونه ، روستایی از توابع بخش مرکزی کجا در استان کرمانشاه ایران است  : شهرستان سرپل ذهاب,1
خاتونه ، روستایی از توابع بخش مرکزی شهرستان سرپل ذهاب در کجا ایران است  : استان کرمانشاه,1
خاتونه ، روستایی از توابع بخش مرکزی شهرستان سرپل ذهاب در استان کرمانشاه کجا است  : ایران,1
اسکارد چه کسی بازیکن فوتبال اهل اسپانیا است که در پست هافبک برای اتلتیک بیلبائو در لالیگا بازی می‌کند  : مارکوس آرانا,-1
اسکارد مارکوس آرانا بازیکن فوتبال اهل کجا است که در پست هافبک برای اتلتیک بیلبائو در لالیگا بازی می‌کند  : اسپانیا,1
اسکارد مارکوس آرانا بازیکن فوتبال اهل اسپانیا است که در پست هافبک برای چه سازمانی در لالیگا بازی می‌کند  : اتلتیک بیلبائو,1
دکیور یک گروه راک کجایی است که در سال ۱۹۷۶ در کراولی وست ساسکس شکل گرفت  : انگلیسی,1
دکیور یک گروه راک انگلیسی است که در چه زمانی در کراولی وست ساسکس شکل گرفت  : سال ۱۹۷۶,1
زاترن رلی خودرویی است که در چه زمانی در ایالات متحده آمریکا تولید شده است  : سال‌های ۲۰۰۵ تا ۲۰۰۷,1
زاترن رلی خودرویی است که در سال‌های ۲۰۰۵ تا ۲۰۰۷ در کجا تولید شده است  : ایالات متحده آمریکا,1
سابرینا فریلی یک هنرپیشه اهل کجا است  : ایتالیا,1
آیت الله چه کسی از نمایندگان ولی فقیه در گیلان و امام جمعه رشت بود  : صادق احسانبخش,-1
آیت الله صادق احسانبخش از نمایندگان ولی فقیه در کجا و امام جمعه رشت بود  : گیلان,1
آیت الله صادق احسانبخش از نمایندگان ولی فقیه در گیلان و امام جمعه کجا بود  : رشت,1
کااس ۱۹ که در کجا سعیر نامیده می‌شود ، توپ ضدهوایی ۱۰۰ میلی متری است که در سال ۱۹۴۹ وارد ارتش شوروی شد  : ایران,1
کااس ۱۹ که در ایران سعیر نامیده می‌شود ، توپ ضدهوایی ۱۰۰ میلی متری است که در چه زمانی وارد ارتش شوروی شد  : سال ۱۹۴۹,1
کااس ۱۹ که در ایران سعیر نامیده می‌شود ، توپ ضدهوایی ۱۰۰ میلی متری است که در سال ۱۹۴۹ وارد چه سازمانی شد  : ارتش شوروی,1
آمارینیا شرقی در کجا است که در گالیسیا واقع شده است  : اسپانیا,1
با عشق برای دوتای ما تک آهنگی از هنرمند کجایی پرتغال سالوادور سوبرال است که در سال ۲۰۱۷ میلادی منتشر شد  : اهل,-1
با عشق برای دوتای ما تک آهنگی از هنرمند اهل پرتغال چه کسی سوبرال است که در سال ۲۰۱۷ میلادی منتشر شد  : سالوادور,-1
با عشق برای دوتای ما تک آهنگی از هنرمند اهل پرتغال سالوادور سوبرال است که در چه زمانی منتشر شد  : سال ۲۰۱۷ میلادی,1
تابستان کجایی یک فیلم کمدی آمریکایی به کارگردانی جیسون متهو در سال ۲۰۱۰ است  : کاستاریکایی,1
تابستان کاستاریکایی یک فیلم کمدی کجایی به کارگردانی جیسون متهو در سال ۲۰۱۰ است  : آمریکایی,1
تابستان کاستاریکایی یک فیلم کمدی آمریکایی به کارگردانی جیسون متهو در چه زمانی است  : سال ۲۰۱۰,1
جاجان یکی از روستاهای کجا است که در دهستان ازومدل شمالی بخش مرکزی شهرستان ورزقان واقع شده است  : استان آذربایجان شرقی,1
جاجان یکی از روستاهای استان آذربایجان شرقی است که در دهستان ازومدل شمالی بخش مرکزی کجا واقع شده است  : شهرستان ورزقان,1
خاتونک ، روستایی از توابع بخش مرکزی کجا در استان فارس ایران است  : شهرستان شیراز,1
خاتونک ، روستایی از توابع بخش مرکزی شهرستان شیراز در کجا ایران است  : استان فارس,1
خاتونک ، روستایی از توابع بخش مرکزی شهرستان شیراز در استان فارس کجا است  : ایران,1
خارابا یک دهستان در کجا است که در استان ساراگوسا واقع شده است  : اسپانیا,1
خارابا یک دهستان در اسپانیا است که در کجا واقع شده است  : استان ساراگوسا,1
مامان‌ها و باباها گروه آوازخوان کجایی دهه ۶۰ بودند  : آمریکایی,1
مامان‌ها و باباها گروه آوازخوان آمریکایی چه زمانی بودند  : دهه ۶۰,1
چه کسی داور سابق اهل انگلستان است  : مایک رایلی,1
مایک رایلی داور سابق کجایی انگلستان است  : اهل,-1
مایک رایلی داور سابق اهل کجا است  : انگلستان,1
کجا ، روستایی است از توابع بخش مرکزی شهرستان گنبد کاووس در استان گلستان   : زابل آباد,1
زابل آباد ، روستایی است از توابع بخش مرکزی کجا در استان گلستان   : شهرستان گنبد کاووس,1
زابل آباد ، روستایی است از توابع بخش مرکزی شهرستان گنبد کاووس در کجا   : استان گلستان,1
زابل آباد ، روستایی است از توابع بخش مرکزی شهرستان گنبد کاووس در استان گلستان کجا  : ,-1
زاخاری کامونو کشیش کاتولیک اهل هوامبو ، کجا است  : آنگولا,1
شبیر جان بازیگر فیلم و تلویزیون اهل کشور کجا است  : پاکستان,1
ضاحیه حرستا یک منطقه مسکونی در کجا است که در استان ریف دمشق واقع شده است  : سوریه,1
ضاحیه حرستا یک منطقه مسکونی در سوریه است که در کجا واقع شده است  : استان ریف دمشق,1
طاط فرزانه‌ای اسطوری ای در کجا قدیم است  : مصر,1
آمارینیا عرضی در کجا است که در گالیسیا واقع شده است  : اسپانیا,1
آب انار سیدنظرحسینی ، روستایی از توابع بخش سردشت کجا در استان خوزستان ایران است  : شهرستان دزفول,1
آب انار سیدنظرحسینی ، روستایی از توابع بخش سردشت شهرستان دزفول در کجا ایران است  : استان خوزستان,1
آب انار سیدنظرحسینی ، روستایی از توابع بخش سردشت شهرستان دزفول در استان خوزستان کجا است  : ایران,1
تاب لانه‌های کجایی نام یک سرده از تیره چرخ ریسک پشت بلوطی است  : اوراسیایی,-1
جاجر م ، شهری در کجا و مرکز شهرستان جاجرم است  : استان خراسان شمالی,1
جاجر م ، شهری در استان خراسان شمالی و مرکز کجا است  : شهرستان جاجرم,1
حاج احمدکندی یک روستا در کجا است که در دهستان پائین برزند واقع شده است  : ایران,1
حاج چه کسی ، روستایی از توابع بخش الوار گرمسیری شهرستان اندیمشک در استان خوزستان ایران است  : علی هیکی,1
حاج علی هیکی ، روستایی از توابع بخش الوار گرمسیری شهرستان اندیمشک در کجا ایران است  : استان خوزستان,1
حاج علی هیکی ، روستایی از توابع بخش الوار گرمسیری شهرستان اندیمشک در استان خوزستان کجا است  : ایران,1
شهر خارابالی در کشور کجا و در اوبلاست آستراخان واقع شده است  : روسیه,1
راب هیوبل بازیگر کجایی است  : آمریکایی,1
چه زمانی از ماه فروردین گاهشماری ایرانی زادروز زرتشت ، خورداد یا هودرو نام دارد  : روز ششم,1
روز ششم از چه زمانی گاهشماری ایرانی زادروز زرتشت ، خورداد یا هودرو نام دارد  : ماه فروردین,1
روز ششم از ماه فروردین گاهشماری کجایی زادروز زرتشت ، خورداد یا هودرو نام دارد  : ایرانی,1
آمارینیا مرکزی در کجا با جمعیت ۳۰ ۳۵۹ نفر است که در گالیسیا واقع شده است  : اسپانیا,1
با تاوه ناجک ، روستایی از توابع بخش چاروسا کجا در استان کهگیلویه و بویراحمد ایران است  : شهرستان کهگیلویه,1
با تاوه ناجک ، روستایی از توابع بخش چاروسا شهرستان کهگیلویه در کجا ایران است  : استان کهگیلویه و بویراحمد,1
با تاوه ناجک ، روستایی از توابع بخش چاروسا شهرستان کهگیلویه در استان کهگیلویه و بویراحمد کجا است  : ایران,1
بااوج خیل ، روستایی است از توابع بخش چه کسی شهرستان تنکابن در استان مازندران   : عباس آباد,-1
بااوج خیل ، روستایی است از توابع بخش عباس آباد شهرستان تنکابن در کجا   : استان مازندران,1
بااوج خیل ، روستایی است از توابع بخش عباس آباد شهرستان تنکابن در استان مازندران کجا  : ,-1
سیارک ۱۷ هفدهمین سیارک کشف شده است که در چه زمانی و در دوسلدورف کشف شد ، قدر مطلق سیارک برابر۷ ۷۶ است  : ۱۷ آوریل ۱۸۵۲,1
سیارک ۱۷ هفدهمین سیارک کشف شده است که در ۱۷ آوریل ۱۸۵۲ و در کجا کشف شد ، قدر مطلق سیارک برابر۷ ۷۶ است  : دوسلدورف,1
جابوز ، روستایی از توابع بخش ششطراز کجا در استان خراسان رضوی ایران است  : شهرستان خلیل آباد,1
جابوز ، روستایی از توابع بخش ششطراز شهرستان خلیل آباد در کجا ایران است  : استان خراسان رضوی,1
جابوز ، روستایی از توابع بخش ششطراز شهرستان خلیل آباد در استان خراسان رضوی کجا است  : ایران,1
چه کسی مشهور بهر شدیه از پیشقدمان نهضت فرهنگی ایران در سده قبل بود  : میرزا حسن تبریزی,1
میرزا حسن تبریزی مشهور بهر شدیه از پیشقدمان نهضت فرهنگی کجا در سده قبل بود  : ایران,1
میرزا حسن تبریزی مشهور بهر شدیه از پیشقدمان نهضت فرهنگی ایران در چه زمانی بود  : سده قبل,1
روستایی است از توابع بخش چاپشلو و در ۴۸ کیلومتری جنوب شهرستان درگز و پشت گردنه الله اکبر در کجا واقع گردیده است  : خراسان رضوی,1
شهر خارتسیزک در استان دونتسک در کشور کجا واقع شده است  : اوکراین,1
ذالکه چه کسی ، روستایی از توابع بخش ماهیدشت شهرستان کرمانشاه در استان کرمانشاه ایران است  : فرج اله منتظری,1
ذالکه فرج اله منتظری ، روستایی از توابع بخش ماهیدشت کجا در استان کرمانشاه ایران است  : شهرستان کرمانشاه,1
ذالکه فرج اله منتظری ، روستایی از توابع بخش ماهیدشت شهرستان کرمانشاه در کجا ایران است  : استان کرمانشاه,1
ذالکه فرج اله منتظری ، روستایی از توابع بخش ماهیدشت شهرستان کرمانشاه در استان کرمانشاه کجا است  : ایران,1
زابک شهری در کراپینا زاگریه کشور کجا است که جمعیت آن در سال ۲۰۱۱ میلادی۸ ۹۰۲ نفر بوده است  : کرواسی,1
زابک شهری در کراپینا زاگریه کشور کرواسی است که جمعیت آن در چه زمانی ۹۰۲ نفر بوده است  : سال ۲۰۱۱ میلادی۸,1
طاق رزاله محمدآقا ، روستایی از توابع بخش معمولان کجا دختر در استان لرستان ایران است  : شهرستان پل,-1
طاق رزاله محمدآقا ، روستایی از توابع بخش معمولان شهرستان پل دختر در کجا ایران است  : استان لرستان,1
طاق رزاله محمدآقا ، روستایی از توابع بخش معمولان شهرستان پل دختر در استان لرستان کجا است  : ایران,1
قتل با مرگ فیلمی کجایی در سبک معمایی و کمدی به کارگردانی رابرت مور است که در سال ۱۹۷۶ منتشر شد  : آمریکایی,1
قتل با مرگ فیلمی آمریکایی در سبک معمایی و کمدی به کارگردانی چه کسی است که در سال ۱۹۷۶ منتشر شد  : رابرت مور,1
قتل با مرگ فیلمی آمریکایی در سبک معمایی و کمدی به کارگردانی رابرت مور است که در چه زمانی منتشر شد  : سال ۱۹۷۶,1
باب اینزوورث سیاست مدار اهل کجا است  : بریتانیا,1
ثامر سبهان العلی الحمود السبهان متولد ۱۹۶۷ در کجا عربستان است  : شهر ریاض,1
ثامر سبهان العلی الحمود السبهان متولد ۱۹۶۷ در شهر ریاض کجا است  : عربستان,1
رئیس چه سازمانی با صدور پیامی درگذشت والده ریاست دانشگاه آزاد اسلامی را تسلیت گفت  : هیات موسس و امناء دانشگاه آزاد اسلامی,1
رئیس هیات موسس و امناء دانشگاه آزاد اسلامی با صدور پیامی درگذشت والده ریاست چه سازمانی را تسلیت گفت  : دانشگاه آزاد اسلامی,1
جانشین فرمانده کل چه سازمانی گفت : حمایت معنوی خود را از مردم مظلوم و مسلمان یمن آشکارا اعلام می‌کنیم  : سپاه پاسداران,1
جانشین فرمانده کل سپاه پاسداران گفت : حمایت معنوی خود را از مردم مظلوم و مسلمان کجا آشکارا اعلام می‌کنیم  : یمن,1
آ لیمیا در کجا با جمعیت ۲۴ ۲۶۶ نفر است  : اسپانیا,1
آ باکسا لیمیا در کجا با جمعیت ۹ ۲۴۵ نفر است  : اسپانیا,1
ت ر‌ت خبر شبکه خبری ۲۴ ‌ساعته وابسته در چه زمانی آغاز به کار کرده است  : دهم مارس سال ۲۰۱۰,1
ت ر‌ت خبر شبکه خبری ۲۴ ‌ساعته وابسته به چه سازمانی است  : سازمان رادیو و تلویزیون ترکیه,1
شناسه فعل در چه زمانی منتشر شد  : سال ۱۹۶۷,-1
ثار به معنای خونخواهی ، خون ، قیام برای خونخواهی است و ثار الله لقب چه کسی به معنای خون خدا است  : حسین بن علی,1
جاد نلسن یک هنرپیشه اهل کجا است  : ایالات متحده آمریکا,1
نان پنجره‌ای یا شیرینی پنجره‌ای یا خاتون پنجره یام ن ق‌ا از قدیمی‌ترین شیرینی‌های کجایی یکی است  : ایرانی,-1
د و رو یک گروه راک کجایی بود  : انگلیسی,1
د کینکس یک گروه راک کجایی بود  : انگلیسی,1
د کینکس در چه زمانی پایه گذاری شد  : سال ۱۹۶۳,1
آناسوفیا راب یک مدل بازیگر سینما و تلویزیون و خواننده کجایی است  : آمریکایی,1
زابووتچزنا یک روستا در کجا است  : لهستان,1
شاخ چه کسی خیل یک شهرک است  : قلی,-1
شاخ چه کسی خیل یک شهرک در ناحیه لکی واقع شده است  : قلی,-1
شاخ چه کسی خیل یک شهرک در پاکستان است  : قلی,-1
شاخ قلی خیل یک شهرک در کجا است  : پاکستان,1
چه کسی ۸ اکتبر ۱۹۷۰ است  : صادق امان خان زاده,-1
صادق امان خان زاده چه زمانی است  : ۸ اکتبر ۱۹۷۰,1
چه کسی ۸ اکتبر ۱۹۷۰ سیاست مدار بریتانیایی است  : صادق امان خان زاده,-1
صادق امان خان زاده چه زمانی سیاست مدار بریتانیایی است  : ۸ اکتبر ۱۹۷۰,1
صادق امان خان زاده ۸ اکتبر ۱۹۷۰ سیاست مدار کجایی است  : بریتانیایی,1
طارق نجم یک سیاست مدار اهل کجا است  : عراق,1
آ لاما یک شهرستان در کجا با جمعیت ۲ ۹۹۵ نفر است  : اسپانیا,1
چه کسی بروس باب آواکیان تئوریسین و انقلابی کمونیست و مائوئیست آمریکایی ارمنی تبار و رهبر حزب کمونیست انقلابی آمریکا است  : رابرت,-1
رابرت بروس باب آواکیان تئوریسین و انقلابی کمونیست و مائوئیست کجایی و رهبر حزب کمونیست انقلابی آمریکا است  : آمریکایی ارمنی تبار,1
رابرت بروس باب آواکیان تئوریسین و انقلابی کمونیست و مائوئیست آمریکایی ارمنی تبار و رهبر چه سازمانی است  : حزب کمونیست انقلابی آمریکا,1
جابرانصار از توابع بخش مرکزی کجا در استان ایلام ایران روستایی است  : شهرستان آبدانان,-1
جابرانصار از توابع بخش مرکزی شهرستان آبدانان در کجا ایران روستایی است  : استان ایلام,-1
جابرانصار از توابع بخش مرکزی شهرستان آبدانان در استان ایلام کجا روستایی است  : ایران,-1
چه کسی از توابع بخش لطف آباد و در شهرستان درگز استان خراسان رضوی ایران روستایی است  : حاتم قلعه,-1
حاتم قلعه از توابع بخش لطف آباد و در کجا درگز استان خراسان رضوی ایران روستایی است  : شهرستان,-1
حاتم قلعه از توابع بخش لطف آباد و در شهرستان درگز کجا ایران روستایی است  : استان خراسان رضوی,-1
حاتم قلعه از توابع بخش لطف آباد و در شهرستان درگز استان خراسان رضوی کجا روستایی است  : ایران,-1
خارشتر کجایی خارشتر غالب نقاط ایران است  : ایرانی,1
خارشتر ایرانی خارشتر غالب نقاط کجا است  : ایران,1
شناسه فعل توسط چه سازمانی منتشر شده است  : شرکت پرایوت میوزیک,-1
ابوالقاسم ذاکرزاده پژوهشگر فلسفه و استادیار چه سازمانی بود  : دانشگاه شهید,1
ذرت کجایی از خوردنی‌های بسیار پرطرفدار در سراسر کشور مکزیک است  : مکزیکی,1
ذرت مکزیکی از خوردنی‌های بسیار پرطرفدار در سراسر کشور کجا است  : مکزیک,1
